0,0,-0.1,0.45
0,0,-0.1,0.46
0,0,-0.1,0.47
0,0,-0.1,0.48
0,0,-0.1,0.49
0,0,-0.1,0.5
0,0,-0.09,0.38
0,0,-0.09,0.39
0,0,-0.09,0.4
0,0,-0.09,0.41
0,0,-0.09,0.42
0,0,-0.09,0.43
0,0,-0.09,0.44
0,0,-0.09,0.45
0,0,-0.09,0.46
0,0,-0.09,0.47
0,0,-0.09,0.48
0,0,-0.09,0.49
0,0,-0.09,0.5
0,0,-0.08,0.31
0,0,-0.08,0.32
0,0,-0.08,0.33
0,0,-0.08,0.34
0,0,-0.08,0.35
0,0,-0.08,0.36
0,0,-0.08,0.37
0,0,-0.08,0.38
0,0,-0.08,0.39
0,0,-0.08,0.4
0,0,-0.08,0.41
0,0,-0.08,0.42
0,0,-0.08,0.43
0,0,-0.08,0.44
0,0,-0.08,0.45
0,0,-0.08,0.46
0,0,-0.08,0.47
0,0,-0.08,0.48
0,0,-0.08,0.49
0,0,-0.08,0.5
0,0,-0.07,0.25
0,0,-0.07,0.26
0,0,-0.07,0.27
0,0,-0.07,0.28
0,0,-0.07,0.29
0,0,-0.07,0.3
0,0,-0.07,0.31
0,0,-0.07,0.32
0,0,-0.07,0.33
0,0,-0.07,0.34
0,0,-0.07,0.35
0,0,-0.07,0.36
0,0,-0.07,0.37
0,0,-0.07,0.38
0,0,-0.07,0.39
0,0,-0.07,0.4
0,0,-0.07,0.41
0,0,-0.07,0.42
0,0,-0.07,0.43
0,0,-0.07,0.44
0,0,-0.07,0.45
0,0,-0.07,0.46
0,0,-0.07,0.47
0,0,-0.07,0.48
0,0,-0.07,0.49
0,0,-0.07,0.5
0,0,-0.06,0.18
0,0,-0.06,0.19
0,0,-0.06,0.2
0,0,-0.06,0.21
0,0,-0.06,0.22
0,0,-0.06,0.23
0,0,-0.06,0.24
0,0,-0.06,0.25
0,0,-0.06,0.26
0,0,-0.06,0.27
0,0,-0.06,0.28
0,0,-0.06,0.29
0,0,-0.06,0.3
0,0,-0.06,0.31
0,0,-0.06,0.32
0,0,-0.06,0.33
0,0,-0.06,0.34
0,0,-0.06,0.35
0,0,-0.06,0.36
0,0,-0.06,0.37
